fecha,codigo,departamento,pruebas,casos_confirmados,casos_fallecido
07/12/2020,54,NORTE DE SANTANDER,15229,599,26
07/12/2020,63,QUINDIO,4515,195,5
07/12/2020,66,RISARALDA,14487,745,20
07/12/2020,68,SANTANDER,29024,1329,25
07/12/2020,70,SUCRE,13957,2523,155
07/12/2020,73,TOLIMA,15684,1470,27
07/12/2020,76,VALLE DEL CAUCA,81627,12710,447
07/12/2020,81,ARAUCA,3255,141,0
07/12/2020,85,CASANARE,4966,118,1
07/12/2020,86,PUTUMAYO,1303,95,9
07/12/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,1856,29,0
07/12/2020,91,AMAZONAS,11605,2418,100
07/12/2020,94,GUAINIA,1077,14,1
07/12/2020,95,GUAVIARE,1066,42,0
07/12/2020,97,VAUPES,1478,29,1
07/12/2020,99,VICHADA,794,1,0
07/13/2020,05,ANTIOQUIA,117268,9582,103
07/13/2020,08,ATLANTICO,124714,34585,1903
07/13/2020,11,BOGOTA D.C.,326305,51281,1169
07/13/2020,13,BOLIVAR,66247,12346,453
07/13/2020,15,BOYACA,16583,499,16
07/13/2020,17,CALDAS,10383,302,7
07/13/2020,18,CAQUETA,2422,118,2
07/13/2020,19,CAUCA,7392,774,28
07/13/2020,20,CESAR,13673,1557,35
07/13/2020,23,CORDOBA,14727,1657,187
07/13/2020,25,CUNDINAMARCA,41325,4310,97
07/13/2020,27,CHOCO,9784,3928,186
07/13/2020,41,HUILA,17554,424,13
07/13/2020,44,LA GUAJIRA,7089,937,54
07/13/2020,47,MAGDALENA,21005,2900,204
07/13/2020,50,META,23566,1605,17
07/13/2020,52,NARIÑO,22707,4580,143
07/13/2020,54,NORTE DE SANTANDER,15440,601,27
07/13/2020,63,QUINDIO,4579,195,5
07/13/2020,66,RISARALDA,14651,750,21
07/13/2020,68,SANTANDER,29446,1362,29
07/13/2020,70,SUCRE,14239,2583,161
07/13/2020,73,TOLIMA,16130,1489,27
07/13/2020,76,VALLE DEL CAUCA,83144,12975,455
07/13/2020,81,ARAUCA,3329,147,0
07/13/2020,85,CASANARE,5073,122,1
07/13/2020,86,PUTUMAYO,1378,96,9
07/13/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,1856,29,0
07/13/2020,91,AMAZONAS,11640,2428,101
07/13/2020,94,GUAINIA,1077,14,1
07/13/2020,95,GUAVIARE,1066,42,0
07/13/2020,97,VAUPES,1478,58,1
07/13/2020,99,VICHADA,794,1,0
07/14/2020,05,ANTIOQUIA,120233,10576,118
07/14/2020,08,ATLANTICO,128588,35649,1943
07/14/2020,11,BOGOTA D.C.,335193,53131,1214
07/14/2020,13,BOLIVAR,67188,12596,456
07/14/2020,15,BOYACA,16740,517,16
07/14/2020,17,CALDAS,10421,305,7
07/14/2020,18,CAQUETA,2452,124,2
07/14/2020,19,CAUCA,7640,806,28
07/14/2020,20,CESAR,14027,1584,37
07/14/2020,23,CORDOBA,14965,1695,213
07/14/2020,25,CUNDINAMARCA,42077,4472,102
07/14/2020,27,CHOCO,10221,4050,193
07/14/2020,41,HUILA,18008,434,13
07/14/2020,44,LA GUAJIRA,7680,984,58
07/14/2020,47,MAGDALENA,21351,3001,204
07/14/2020,50,META,23926,1669,17
07/14/2020,52,NARIÑO,22961,4660,146
07/14/2020,54,NORTE DE SANTANDER,15583,645,28
07/14/2020,63,QUINDIO,4694,204,5
07/14/2020,66,RISARALDA,14843,800,21
07/14/2020,68,SANTANDER,29749,1431,30
07/14/2020,70,SUCRE,14853,2723,163
07/14/2020,73,TOLIMA,16431,1511,29
07/14/2020,76,VALLE DEL CAUCA,85630,13362,468
07/14/2020,81,ARAUCA,3342,147,0
07/14/2020,85,CASANARE,5154,131,1
07/14/2020,86,PUTUMAYO,1547,113,10
07/14/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,1895,29,0
07/14/2020,91,AMAZONAS,11809,2433,101
07/14/2020,94,GUAINIA,1080,14,1
07/14/2020,95,GUAVIARE,1099,42,0
07/14/2020,97,VAUPES,1478,59,1
07/14/2020,99,VICHADA,805,1,0
07/15/2020,05,ANTIOQUIA,125502,11351,127
07/15/2020,08,ATLANTICO,131993,36425,1984
07/15/2020,11,BOGOTA D.C.,342140,55056,1287
07/15/2020,13,BOLIVAR,68861,12845,460
07/15/2020,15,BOYACA,16829,524,16
07/15/2020,17,CALDAS,10559,309,7
07/15/2020,18,CAQUETA,2471,128,2
07/15/2020,19,CAUCA,7761,858,32
07/15/2020,20,CESAR,14560,1665,37
07/15/2020,23,CORDOBA,15270,1773,219
07/15/2020,25,CUNDINAMARCA,43199,4644,107
07/15/2020,27,CHOCO,10341,4093,197
07/15/2020,41,HUILA,18033,458,14
07/15/2020,44,LA GUAJIRA,8039,1087,61
07/15/2020,47,MAGDALENA,21619,3043,211
07/15/2020,50,META,24732,1699,18
07/15/2020,52,NARIÑO,23258,4748,149
07/15/2020,54,NORTE DE SANTANDER,15786,661,32
07/15/2020,63,QUINDIO,4721,204,5
07/15/2020,66,RISARALDA,15143,833,21
07/15/2020,68,SANTANDER,30153,1529,31
07/15/2020,70,SUCRE,15192,2772,171
07/15/2020,73,TOLIMA,16769,1530,29
07/15/2020,76,VALLE DEL CAUCA,88027,13929,483
07/15/2020,81,ARAUCA,3402,160,0
07/15/2020,85,CASANARE,5238,136,1
07/15/2020,86,PUTUMAYO,1597,123,10
07/15/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,1896,29,0
07/15/2020,91,AMAZONAS,11810,2433,101
07/15/2020,94,GUAINIA,1080,14,1
07/15/2020,95,GUAVIARE,1123,48,0
07/15/2020,97,VAUPES,1478,61,1
07/15/2020,99,VICHADA,805,1,0
07/16/2020,05,ANTIOQUIA,128725,12282,141
07/16/2020,05,ANTIOQUIA,128725,12282,141
07/16/2020,08,ATLANTICO,136881,38392,2038
07/16/2020,08,ATLANTICO,136881,38392,2038
07/16/2020,11,BOGOTA D.C.,349813,56830,1340
07/16/2020,11,BOGOTA D.C.,349813,56830,1340
07/16/2020,13,BOLIVAR,70358,13631,476
07/16/2020,13,BOLIVAR,70358,13631,476
07/16/2020,15,BOYACA,17013,543,16
07/16/2020,15,BOYACA,17013,543,16
07/16/2020,17,CALDAS,10716,326,7
07/16/2020,17,CALDAS,10716,326,7
07/16/2020,18,CAQUETA,2560,169,3
07/16/2020,18,CAQUETA,2560,169,3
07/16/2020,19,CAUCA,7907,939,32
07/16/2020,19,CAUCA,7907,939,32
07/16/2020,20,CESAR,14709,1766,37
07/16/2020,20,CESAR,14709,1766,37
07/16/2020,23,CORDOBA,15643,1882,240
07/16/2020,23,CORDOBA,15643,1882,240
07/16/2020,25,CUNDINAMARCA,43761,4999,109
07/16/2020,25,CUNDINAMARCA,43761,4999,109
07/16/2020,27,CHOCO,10689,4196,201
07/16/2020,27,CHOCO,10689,4196,201
07/16/2020,41,HUILA,18711,483,15
07/16/2020,41,HUILA,18711,483,15
07/16/2020,44,LA GUAJIRA,8357,1182,69
07/16/2020,44,LA GUAJIRA,8357,1182,69
07/16/2020,47,MAGDALENA,22245,3295,217
07/16/2020,47,MAGDALENA,22245,3295,217
07/16/2020,50,META,25274,1769,19
07/16/2020,50,META,25274,1769,19
07/16/2020,52,NARIÑO,23621,5002,155
07/16/2020,52,NARIÑO,23621,5002,155
07/16/2020,54,NORTE DE SANTANDER,15959,712,33
07/16/2020,54,NORTE DE SANTANDER,15959,712,33
07/16/2020,63,QUINDIO,4821,206,5
07/16/2020,63,QUINDIO,4821,206,5
07/16/2020,66,RISARALDA,15394,887,21
07/16/2020,66,RISARALDA,15394,887,21
07/16/2020,68,SANTANDER,30706,1639,32
07/16/2020,68,SANTANDER,30706,1639,32
07/16/2020,70,SUCRE,15587,3052,177
07/16/2020,70,SUCRE,15587,3052,177
07/16/2020,73,TOLIMA,17256,1669,29
07/16/2020,73,TOLIMA,17256,1669,29
07/16/2020,76,VALLE DEL CAUCA,89467,14306,503
07/16/2020,76,VALLE DEL CAUCA,89467,14306,503
07/16/2020,81,ARAUCA,3411,161,0
07/16/2020,81,ARAUCA,3411,161,0
07/16/2020,85,CASANARE,5302,141,1
07/16/2020,85,CASANARE,5302,141,1
07/16/2020,86,PUTUMAYO,1605,150,10
07/16/2020,86,PUTUMAYO,1605,150,10
07/16/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,1903,29,0
07/16/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,1903,29,0
07/16/2020,91,AMAZONAS,11843,2443,101
07/16/2020,91,AMAZONAS,11843,2443,101
07/16/2020,94,GUAINIA,1086,15,1
07/16/2020,94,GUAINIA,1086,15,1
07/16/2020,95,GUAVIARE,1140,48,0
07/16/2020,95,GUAVIARE,1140,48,0
07/16/2020,97,VAUPES,1478,61,1
07/16/2020,97,VAUPES,1478,61,1
07/16/2020,99,VICHADA,805,1,0
07/16/2020,99,VICHADA,805,1,0
07/17/2020,05,ANTIOQUIA,132840,13335,166
07/17/2020,08,ATLANTICO,140724,41006,2107
07/17/2020,11,BOGOTA D.C.,359046,58917,1402
07/17/2020,13,BOLIVAR,71967,14172,495
07/17/2020,15,BOYACA,17707,608,17
07/17/2020,17,CALDAS,10906,342,7
07/17/2020,18,CAQUETA,2623,182,4
07/17/2020,19,CAUCA,8174,1005,33
07/17/2020,20,CESAR,15269,1819,38
07/17/2020,23,CORDOBA,15980,2175,256
07/17/2020,25,CUNDINAMARCA,44377,5358,116
07/17/2020,27,CHOCO,10706,4265,203
07/17/2020,41,HUILA,18806,492,15
07/17/2020,44,LA GUAJIRA,8516,1301,72
07/17/2020,47,MAGDALENA,22473,3612,227
07/17/2020,50,META,25662,1825,20
07/17/2020,52,NARIÑO,23941,5096,160
07/17/2020,54,NORTE DE SANTANDER,16119,747,35
07/17/2020,63,QUINDIO,4843,208,5
07/17/2020,66,RISARALDA,15626,926,21
07/17/2020,68,SANTANDER,31637,1783,34
07/17/2020,70,SUCRE,16014,3448,198
07/17/2020,73,TOLIMA,17594,1701,30
07/17/2020,76,VALLE DEL CAUCA,90462,14759,512
07/17/2020,81,ARAUCA,3415,161,0
07/17/2020,85,CASANARE,5331,144,1
07/17/2020,86,PUTUMAYO,1742,155,11
07/17/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,1906,29,0
07/17/2020,91,AMAZONAS,11885,2445,101
07/17/2020,94,GUAINIA,1086,14,1
07/17/2020,95,GUAVIARE,1140,48,0
07/17/2020,97,VAUPES,1478,61,1
07/17/2020,99,VICHADA,805,1,0
07/18/2020,05,ANTIOQUIA,137249,14686,182
07/18/2020,08,ATLANTICO,144184,43160,2136
07/18/2020,11,BOGOTA D.C.,366805,60394,1486
07/18/2020,13,BOLIVAR,72776,14754,499
07/18/2020,15,BOYACA,17982,624,20
07/18/2020,17,CALDAS,11155,360,7
07/18/2020,18,CAQUETA,2858,220,4
07/18/2020,19,CAUCA,8291,1055,34
07/18/2020,20,CESAR,15733,1893,38
07/18/2020,23,CORDOBA,16459,2584,286
07/18/2020,25,CUNDINAMARCA,45376,5649,121
07/18/2020,27,CHOCO,11118,4312,203
07/18/2020,41,HUILA,19234,520,15
07/18/2020,44,LA GUAJIRA,9083,1420,74
07/18/2020,47,MAGDALENA,22967,3947,238
07/18/2020,50,META,26055,1895,20
07/18/2020,52,NARIÑO,24366,5194,163
07/18/2020,54,NORTE DE SANTANDER,16263,790,35
07/18/2020,63,QUINDIO,4960,208,5
07/18/2020,66,RISARALDA,15980,970,21
07/18/2020,68,SANTANDER,32097,1863,39
07/18/2020,70,SUCRE,16691,3933,209
07/18/2020,73,TOLIMA,17813,1757,31
07/18/2020,76,VALLE DEL CAUCA,92456,15395,535
07/18/2020,81,ARAUCA,3426,161,0
07/18/2020,85,CASANARE,5465,148,1
07/18/2020,86,PUTUMAYO,1948,199,11
07/18/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,1908,30,0
07/18/2020,91,AMAZONAS,11959,2454,101
07/18/2020,94,GUAINIA,1086,14,1
07/18/2020,95,GUAVIARE,1140,48,0
07/18/2020,97,VAUPES,1532,61,1
07/18/2020,99,VICHADA,805,2,0
07/19/2020,05,ANTIOQUIA,141645,15647,193
07/19/2020,08,ATLANTICO,147711,43813,2176
07/19/2020,11,BOGOTA D.C.,372316,63265,1555
07/19/2020,13,BOLIVAR,73437,14972,502
07/19/2020,15,BOYACA,18274,640,20
07/19/2020,17,CALDAS,11356,392,7
07/19/2020,18,CAQUETA,3551,324,5
07/19/2020,19,CAUCA,8508,1107,35
07/19/2020,20,CESAR,16062,1997,38
07/19/2020,23,CORDOBA,16679,2709,304
07/19/2020,25,CUNDINAMARCA,46223,5835,130
07/19/2020,27,CHOCO,11366,4346,207
07/19/2020,41,HUILA,19452,535,15
07/19/2020,44,LA GUAJIRA,9345,1511,79
07/19/2020,47,MAGDALENA,23594,4179,259
07/19/2020,50,META,26243,1936,20
07/19/2020,52,NARIÑO,25050,5401,166
07/19/2020,54,NORTE DE SANTANDER,16492,836,36
07/19/2020,63,QUINDIO,5052,212,5
07/19/2020,66,RISARALDA,16224,995,21
07/19/2020,68,SANTANDER,32701,1922,43
07/19/2020,70,SUCRE,17542,4139,225
07/19/2020,73,TOLIMA,18119,1782,32
07/19/2020,76,VALLE DEL CAUCA,93799,15609,542
07/19/2020,81,ARAUCA,3475,165,0
07/19/2020,85,CASANARE,5621,155,2
07/19/2020,86,PUTUMAYO,2301,243,16
07/19/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,1958,30,0
07/19/2020,91,AMAZONAS,12136,2454,101
07/19/2020,94,GUAINIA,1086,14,1
07/19/2020,95,GUAVIARE,1263,50,0
07/19/2020,97,VAUPES,1913,61,1
07/19/2020,99,VICHADA,805,2,0
07/20/2020,05,ANTIOQUIA,144581,16840,203
07/20/2020,08,ATLANTICO,151287,44704,2208
07/20/2020,11,BOGOTA D.C.,384774,65594,1627
07/20/2020,13,BOLIVAR,74487,15208,506
07/20/2020,15,BOYACA,18512,650,21
07/20/2020,17,CALDAS,11377,397,7
07/20/2020,18,CAQUETA,3665,393,7
07/20/2020,19,CAUCA,8586,1136,36
07/20/2020,20,CESAR,16321,2115,39
07/20/2020,23,CORDOBA,17032,2857,314
07/20/2020,25,CUNDINAMARCA,46969,6037,138
07/20/2020,27,CHOCO,11500,4387,208
07/20/2020,41,HUILA,19874,559,15
07/20/2020,44,LA GUAJIRA,9562,1578,81
07/20/2020,47,MAGDALENA,23985,4348,271
07/20/2020,50,META,26587,1975,21
07/20/2020,52,NARIÑO,25568,5651,172
07/20/2020,54,NORTE DE SANTANDER,16710,884,37
07/20/2020,63,QUINDIO,5094,215,6
07/20/2020,66,RISARALDA,16232,1005,21
07/20/2020,68,SANTANDER,32946,1998,48
07/20/2020,70,SUCRE,17734,4346,239
07/20/2020,73,TOLIMA,18359,1820,33
07/20/2020,76,VALLE DEL CAUCA,95338,16057,549
07/20/2020,81,ARAUCA,3537,171,0
07/20/2020,85,CASANARE,5721,173,2
07/20/2020,86,PUTUMAYO,2304,292,17
07/20/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,1958,30,0
07/20/2020,91,AMAZONAS,12136,2458,101
07/20/2020,94,GUAINIA,1086,14,1
07/20/2020,95,GUAVIARE,1263,50,0
07/20/2020,97,VAUPES,1913,61,1
07/20/2020,99,VICHADA,805,2,0
07/21/2020,.,,,0,0
07/21/2020,05,ANTIOQUIA,149808,18690,222
07/21/2020,08,ATLANTICO,154004,45486,2241
07/21/2020,11,BOGOTA D.C.,394235,67843,1713
07/21/2020,13,BOLIVAR,76200,15509,509
07/21/2020,15,BOYACA,18708,659,22
07/21/2020,17,CALDAS,11444,417,7
07/21/2020,18,CAQUETA,3747,450,7
07/21/2020,19,CAUCA,9019,1175,36
07/21/2020,20,CESAR,16498,2126,41
07/21/2020,23,CORDOBA,17144,2967,338
07/21/2020,25,CUNDINAMARCA,47514,6153,145
07/21/2020,27,CHOCO,11679,4486,208
07/21/2020,41,HUILA,20117,578,17
07/21/2020,44,LA GUAJIRA,9727,1615,88
07/21/2020,47,MAGDALENA,24681,4506,277
07/21/2020,50,META,26831,2010,25
07/21/2020,52,NARIÑO,25986,5779,175
07/21/2020,54,NORTE DE SANTANDER,16900,941,40
07/21/2020,63,QUINDIO,5112,215,6
07/21/2020,66,RISARALDA,16626,1077,21
07/21/2020,68,SANTANDER,33234,2046,53
07/21/2020,70,SUCRE,18058,4613,247
07/21/2020,73,TOLIMA,18629,1864,33
07/21/2020,76,VALLE DEL CAUCA,97818,16516,572
07/21/2020,81,ARAUCA,3537,171,1
07/21/2020,85,CASANARE,5776,185,2
07/21/2020,86,PUTUMAYO,2735,346,17
07/21/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,1958,30,0
07/21/2020,91,AMAZONAS,12136,2458,101
07/21/2020,94,GUAINIA,1086,14,1
07/21/2020,95,GUAVIARE,1263,50,0
07/21/2020,97,VAUPES,1913,61,1
07/21/2020,99,VICHADA,805,2,0
07/22/2020,.,,,0,0
07/22/2020,05,ANTIOQUIA,0,19751,239
07/22/2020,08,ATLANTICO,0,45948,2265
07/22/2020,11,BOGOTA D.C.,0,70849,1794
07/22/2020,13,BOLIVAR,0,15714,516
07/22/2020,15,BOYACA,0,694,22
07/22/2020,17,CALDAS,0,510,7
07/22/2020,18,CAQUETA,0,476,7
07/22/2020,19,CAUCA,0,1309,37
07/22/2020,20,CESAR,0,2225,42
07/22/2020,23,CORDOBA,0,3173,357
07/22/2020,25,CUNDINAMARCA,0,6358,150
07/22/2020,27,CHOCO,0,4648,211
07/22/2020,41,HUILA,0,590,17
07/22/2020,44,LA GUAJIRA,0,1662,92
07/22/2020,47,MAGDALENA,0,4618,277
07/22/2020,50,META,0,2076,26
07/22/2020,52,NARIÑO,0,5992,179
07/22/2020,54,NORTE DE SANTANDER,0,1130,42
07/22/2020,63,QUINDIO,0,223,6
07/22/2020,66,RISARALDA,0,1111,22
07/22/2020,68,SANTANDER,0,2134,54
07/22/2020,70,SUCRE,0,4726,258
07/22/2020,73,TOLIMA,0,1909,34
07/22/2020,76,VALLE DEL CAUCA,0,17229,594
07/22/2020,81,ARAUCA,0,173,1
07/22/2020,85,CASANARE,0,189,3
07/22/2020,86,PUTUMAYO,0,386,18
07/22/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,0,31,0
07/22/2020,91,AMAZONAS,0,2466,101
07/22/2020,94,GUAINIA,0,14,1
07/22/2020,95,GUAVIARE,0,51,0
07/22/2020,97,VAUPES,0,61,1
07/22/2020,99,VICHADA,0,2,0
07/23/2020,.,,,0,0
07/23/2020,05,ANTIOQUIA,157215,20613,275
07/23/2020,08,ATLANTICO,161895,46595,2295
07/23/2020,11,BOGOTA D.C.,412209,74599,1905
07/23/2020,13,BOLIVAR,78910,15943,520
07/23/2020,15,BOYACA,19290,718,23
07/23/2020,17,CALDAS,11826,551,7
07/23/2020,18,CAQUETA,3774,485,8
07/23/2020,19,CAUCA,9510,1393,40
07/23/2020,20,CESAR,17234,2309,44
07/23/2020,23,CORDOBA,18072,3344,381
07/23/2020,25,CUNDINAMARCA,49011,6513,156
07/23/2020,27,CHOCO,12862,4732,212
07/23/2020,41,HUILA,20382,625,18
07/23/2020,44,LA GUAJIRA,10039,1673,95
07/23/2020,47,MAGDALENA,25870,4771,293
07/23/2020,50,META,27976,2121,26
07/23/2020,52,NARIÑO,27468,6292,186
07/23/2020,54,NORTE DE SANTANDER,17501,1254,51
07/23/2020,63,QUINDIO,5250,226,6
07/23/2020,66,RISARALDA,17337,1170,24
07/23/2020,68,SANTANDER,34303,2254,58
07/23/2020,70,SUCRE,18990,4851,276
07/23/2020,73,TOLIMA,19163,1926,37
07/23/2020,76,VALLE DEL CAUCA,103671,17950,626
07/23/2020,81,ARAUCA,3568,174,1
07/23/2020,85,CASANARE,5888,199,3
07/23/2020,86,PUTUMAYO,3344,460,19
07/23/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,2017,33,0
07/23/2020,91,AMAZONAS,12290,2470,101
07/23/2020,94,GUAINIA,1101,14,1
07/23/2020,95,GUAVIARE,1293,52,0
07/23/2020,97,VAUPES,2067,61,1
07/23/2020,99,VICHADA,837,2,0
07/24/2020,.,,,0,0
07/24/2020,05,ANTIOQUIA,161991,21922,301
07/24/2020,08,ATLANTICO,164934,47005,2332
07/24/2020,11,BOGOTA D.C.,421981,77889,2000
07/24/2020,13,BOLIVAR,79961,16118,528
07/24/2020,15,BOYACA,19474,734,24
07/24/2020,17,CALDAS,11925,583,7
07/24/2020,18,CAQUETA,3782,489,8
07/24/2020,19,CAUCA,9596,1416,43
07/24/2020,20,CESAR,17402,2367,46
07/24/2020,23,CORDOBA,18603,3458,404
07/24/2020,25,CUNDINAMARCA,49979,6825,161
07/24/2020,27,CHOCO,13146,4771,216
07/24/2020,41,HUILA,20516,646,18
07/24/2020,44,LA GUAJIRA,10221,1696,98
07/24/2020,47,MAGDALENA,26003,4829,301
07/24/2020,50,META,28499,2148,26
07/24/2020,52,NARIÑO,28167,6461,190
07/24/2020,54,NORTE DE SANTANDER,17916,1388,54
07/24/2020,63,QUINDIO,5454,235,6
07/24/2020,66,RISARALDA,17787,1234,24
07/24/2020,68,SANTANDER,35413,2403,59
07/24/2020,70,SUCRE,19475,4974,302
07/24/2020,73,TOLIMA,19579,1985,38
07/24/2020,76,VALLE DEL CAUCA,105810,18432,659
07/24/2020,81,ARAUCA,3568,174,1
07/24/2020,85,CASANARE,5943,202,4
07/24/2020,86,PUTUMAYO,3694,495,22
07/24/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,2018,33,0
07/24/2020,91,AMAZONAS,12489,2479,101
07/24/2020,94,GUAINIA,1101,14,1
07/24/2020,95,GUAVIARE,1396,73,0
07/24/2020,97,VAUPES,2070,61,1
07/24/2020,99,VICHADA,837,2,0
07/25/2020,.,,,0,0
07/25/2020,05,ANTIOQUIA,166010,23035,321
07/25/2020,08,ATLANTICO,168375,47573,2360
07/25/2020,11,BOGOTA D.C.,434297,81180,2115
07/25/2020,13,BOLIVAR,81169,16286,533
07/25/2020,15,BOYACA,19682,759,25
07/25/2020,17,CALDAS,12042,651,9
07/25/2020,18,CAQUETA,3917,542,8
07/25/2020,19,CAUCA,9877,1501,44
07/25/2020,20,CESAR,17876,2447,49
07/25/2020,23,CORDOBA,19043,3593,438
07/25/2020,25,CUNDINAMARCA,50871,6928,161
07/25/2020,27,CHOCO,13171,4800,220
07/25/2020,41,HUILA,20926,673,18
07/25/2020,44,LA GUAJIRA,10459,1757,103
07/25/2020,47,MAGDALENA,26222,4927,311
07/25/2020,50,META,28986,2256,27
07/25/2020,52,NARIÑO,28832,6610,197
07/25/2020,54,NORTE DE SANTANDER,18087,1515,59
07/25/2020,63,QUINDIO,5483,245,6
07/25/2020,66,RISARALDA,17816,1298,25
07/25/2020,68,SANTANDER,36000,2564,64
07/25/2020,70,SUCRE,19955,5119,327
07/25/2020,73,TOLIMA,19829,2049,38
07/25/2020,76,VALLE DEL CAUCA,107944,18877,681
07/25/2020,81,ARAUCA,3724,181,1
07/25/2020,85,CASANARE,6018,213,4
07/25/2020,86,PUTUMAYO,3696,532,22
07/25/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,2019,33,0
07/25/2020,91,AMAZONAS,12539,2497,101
07/25/2020,94,GUAINIA,1101,14,1
07/25/2020,95,GUAVIARE,1396,77,0
07/25/2020,97,VAUPES,2070,61,1
07/25/2020,99,VICHADA,839,2,0
07/26/2020,05,ANTIOQUIA,170977,24143,345
07/26/2020,08,ATLANTICO,171872,48439,2394
07/26/2020,11,BOGOTA D.C.,445686,84213,2196
07/26/2020,13,BOLIVAR,82156,16695,540
07/26/2020,15,BOYACA,20151,799,25
07/26/2020,17,CALDAS,12436,712,9
07/26/2020,18,CAQUETA,4055,585,10
07/26/2020,19,CAUCA,10085,1558,48
07/26/2020,20,CESAR,18425,2535,52
07/26/2020,23,CORDOBA,19505,3982,464
07/26/2020,25,CUNDINAMARCA,51657,7121,176
07/26/2020,27,CHOCO,13300,4854,224
07/26/2020,41,HUILA,21271,704,18
07/26/2020,44,LA GUAJIRA,10765,1808,103
07/26/2020,47,MAGDALENA,26709,5262,315
07/26/2020,50,META,29256,2280,29
07/26/2020,52,NARIÑO,29388,6798,205
07/26/2020,54,NORTE DE SANTANDER,18417,1581,65
07/26/2020,63,QUINDIO,5541,248,6
07/26/2020,66,RISARALDA,18228,1344,25
07/26/2020,68,SANTANDER,36471,2658,66
07/26/2020,70,SUCRE,20441,5319,336
07/26/2020,73,TOLIMA,20115,2100,38
07/26/2020,76,VALLE DEL CAUCA,109775,19502,704
07/26/2020,81,ARAUCA,3726,181,1
07/26/2020,85,CASANARE,6155,220,4
07/26/2020,86,PUTUMAYO,3792,644,24
07/26/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,2019,34,0
07/26/2020,91,AMAZONAS,12566,2503,101
07/26/2020,94,GUAINIA,1101,14,1
07/26/2020,95,GUAVIARE,1399,77,0
07/26/2020,97,VAUPES,2072,61,1
07/26/2020,99,VICHADA,839,2,0
07/27/2020,05,ANTIOQUIA,179816,26117,363
07/27/2020,08,ATLANTICO,175582,49037,2413
07/27/2020,11,BOGOTA D.C.,452231,86857,2307
07/27/2020,13,BOLIVAR,82970,16883,551
07/27/2020,15,BOYACA,20622,820,26
07/27/2020,17,CALDAS,12633,723,9
07/27/2020,18,CAQUETA,4538,678,12
07/27/2020,19,CAUCA,10239,1624,52
07/27/2020,20,CESAR,18463,2636,52
07/27/2020,23,CORDOBA,19901,4504,488
07/27/2020,25,CUNDINAMARCA,52435,7241,187
07/27/2020,27,CHOCO,13652,4898,227
07/27/2020,41,HUILA,21524,721,18
07/27/2020,44,LA GUAJIRA,11000,1888,105
07/27/2020,47,MAGDALENA,27475,5397,320
07/27/2020,50,META,29776,2313,30
07/27/2020,52,NARIÑO,29997,7090,210
07/27/2020,54,NORTE DE SANTANDER,18760,1785,70
07/27/2020,63,QUINDIO,5676,267,6
07/27/2020,66,RISARALDA,18531,1349,25
07/27/2020,68,SANTANDER,36885,2797,68
07/27/2020,70,SUCRE,20549,5440,346
07/27/2020,73,TOLIMA,20760,2173,37
07/27/2020,76,VALLE DEL CAUCA,112145,19973,723
07/27/2020,81,ARAUCA,3727,181,1
07/27/2020,85,CASANARE,6309,252,4
07/27/2020,86,PUTUMAYO,4099,759,24
07/27/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,2043,35,0
07/27/2020,91,AMAZONAS,12629,2506,101
07/27/2020,94,GUAINIA,1143,14,1
07/27/2020,95,GUAVIARE,1411,80,0
07/27/2020,97,VAUPES,2185,61,1
07/27/2020,99,VICHADA,948,2,0
07/28/2020,05,ANTIOQUIA,184262,27226,394
07/28/2020,08,ATLANTICO,179061,50212,2436
07/28/2020,11,BOGOTA D.C.,465112,91408,2392
07/28/2020,13,BOLIVAR,83717,17363,555
07/28/2020,15,BOYACA,20764,844,26
07/28/2020,17,CALDAS,12767,734,9
07/28/2020,18,CAQUETA,4632,742,15
07/28/2020,19,CAUCA,10592,1696,54
07/28/2020,20,CESAR,19377,2798,53
